z1,x2,x3,x4,x5,x6,a1,a2
0.866294795792363,0.885787157236652,0.0581445714765455,-0.534914399439011,2.80057471267696,1.77323169493384,4,0
0.14325306392095,0.168776906774137,-1.59081555460142,-2.23495760592443,5.6407095843435,0.0539000435404677,2,1
-0.277567340780325,-0.259960801897541,0.654276318785733,-2.23107754678019,-0.318350299620444,1.39483702733161,1,0
-0.747472341691329,-1.04868748506607,0.10510917672818,0.325163417643282,-1.14315128261466,0.0417482443180049,4,0
0.612224399647701,1.09854778672229,0.937354106519939,3.2917925916805,2.16154624361699,1.29554951373012,5,0
-0.834411744067854,-0.672306240511756,-0.355943586470336,0.084268638775711,-0.649685784667648,1.59024508289042,4,0
-1.7516592426352,-1.94960759675194,1.36624852695041,3.42018319079888,-1.79611974578899,2.326189498273,3,0
0.426037473243121,0.487838525841622,0.995253945903158,1.88656327907656,-0.82411487208943,2.62074978450749,2,0
-0.617087950741551,-0.90249415282191,0.335025466346716,0.849192625326099,3.91311045568392,2.7892588598836,5,1
-0.0845708409670756,0.101726087630081,0.953140735499292,-1.02255064820043,3.7817793046032,1.68837682149353,1,1
-0.0289345886890063,0.24972488590521,0.291255097276549,0.695337049875336,3.9298298245541,0.665553969796747,1,1
-0.949110315931823,-0.650772586060727,-0.51592766516048,2.39795047585079,-1.80481715601755,0.478064035191631,3,0
2.49218517771641,2.58453512070033,0.333776736708407,1.55320021415328,0.300054840957407,1.31282427809657,2,0
0.0867272219541055,0.347718701987596,1.80884151245738,4.36971875077802,2.94537524422397,1.30182752009006,2,1
2.01526478113392,2.09842224548726,-1.3278907009298,-2.0891053127842,6.07832458519673,0.693838108152395,4,1
1.22433316946641,1.11660542756418,-0.830097141440671,-0.966194187497642,0.922983105995109,0.486735906451941,2,0
0.666502561067706,0.893086321334059,-2.49993779208397,-3.3654733245555,3.9622859686392,1.8051937197656,4,1
-0.124874592051903,-0.0206963171095869,-0.535075149954312,2.30749241828768,0.073836011758998,2.03641919410768,2,0
0.646169495562399,1.09524831204841,0.673476300924103,2.44080112633377,0.830374471136132,1.46268851674142,4,0
0.491102504262367,0.59329395274501,1.14278088711844,1.54863217135901,3.53236056654307,0.0632952951837193,2,1
0.207163741104786,0.120259352447871,-1.47378993372138,-3.47864556889764,-0.901120100008048,1.04222054030271,4,0
0.202764514921987,0.20331018661936,0.419801334707876,-1.52318478841785,-1.10768930510518,0.777283749415727,4,0
-0.245560290116736,-0.272962771278971,-0.516847952772664,-0.708641946632252,3.9358654461511,2.07787867627087,2,1
-0.214616630533507,-0.729455831517517,-0.187289166034087,1.18564713298926,-2.15740303150027,0.0860698698088527,2,0
-0.16519596781639,-0.390496313797701,0.086247564522281,-0.00501913911119616,1.64089699201478,0.348924905061722,4,0
-1.70230309908012,-1.68483904505319,0.211334193523951,0.8544667441771,-2.40905048385683,0.548482607118785,4,0
-1.58774612469039,-1.29999072046091,-1.7383460605897,-1.62492121343436,-1.19033663968889,0.14233042858541,5,0
